start,end,location_idx,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
1208.0,1209.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77976,0.51074,0.92872,0.01258,0.41426,0.75224,0.00747,0.27779,0.91554,0.12008,0.0188,0.13904,0.50131,0.015,0.1866,0.791,0.04395,0.01292,0.88442,0.92767,0.01224,0.31958,0.96114,0.24235,0.3786,0.61458,0.48355,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1209.0,1210.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77959,0.50832,0.92767,0.02361,0.41396,0.75075,0.01862,0.29141,0.91096,0.13667,0.02451,0.13479,0.50023,0.03086,0.1949,0.78055,0.05371,0.01507,0.88271,0.9288,0.01755,0.32454,0.95832,0.24786,0.40303,0.34199,0.63603,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
1210.0,1211.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84418,0.53792,0.91038,0.54182,0.53108,0.70199,0.68461,1.0,0.8265,1.0,0.53827,0.35707,0.51159,0.63324,0.64458,0.52715,0.58225,0.214,0.85468,0.93898,0.18822,0.38447,0.79229,0.3146,0.86937,0.49776,0.59883,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9]"
1211.0,1212.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92433,0.4504,0.76752,0.188,0.67644,0.88955,0.13398,0.4324,0.93468,0.30846,0.29914,0.21496,0.46561,0.2791,0.26134,0.65098,0.13179,0.12394,0.62303,0.74742,0.13899,0.32544,0.80571,0.24887,0.2911,0.34145,0.61887,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1212.0,1213.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89051,0.46974,0.82711,0.01406,0.61511,0.86368,0.01243,0.32786,0.96297,0.18108,0.02119,0.06728,0.46561,0.03115,0.1729,0.75704,0.02784,0.01536,0.71965,0.83049,0.01513,0.27948,0.89332,0.19769,0.32238,0.41478,0.77565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1213.0,1214.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89453,0.47554,0.82589,0.01713,0.62239,0.86965,0.01569,0.33827,0.96547,0.19377,0.01098,0.07711,0.4667,0.0109,0.17124,0.77428,0.02589,0.01428,0.71767,0.82936,0.01219,0.27767,0.89614,0.19568,0.3656,0.14098,0.68006,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1214.0,1215.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8887,0.48081,0.83269,0.00758,0.61182,0.86418,0.00587,0.32345,0.96339,0.17572,0.00699,0.08638,0.47102,0.00768,0.17124,0.77899,0.02589,0.01566,0.72871,0.83444,0.01744,0.28984,0.90462,0.20923,0.19116,0.5003,0.45131,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4]"
1215.0,1216.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85043,0.4591,0.86581,0.07738,0.54243,0.86119,0.14979,0.35149,0.84813,0.20988,0.04936,0.06142,0.45047,0.07051,0.19158,0.74294,0.0498,0.04073,0.7824,0.848,0.08709,0.34076,0.89614,0.26593,0.55612,0.10045,0.48426,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
1216.0,1217.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44721,0.39274,0.97829,0.07947,0.19375,0.44329,0.1698,0.18366,0.6946,0.1479,0.05646,0.08004,0.38556,0.07652,0.16169,0.70114,0.0542,0.03062,0.9648,0.98248,0.0561,0.34932,0.96326,0.27546,0.69473,0.90852,0.62229,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1217.0,1218.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47162,0.38786,0.99505,0.0168,0.14654,0.43334,0.03261,0.15722,0.76616,0.06396,0.02551,0.07919,0.3861,0.03617,0.1401,0.7095,0.04639,0.0116,0.99198,0.99548,0.01695,0.34481,0.99435,0.27044,0.86228,0.86718,0.88538,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1218.0,1219.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712,0.4079,1.0,0.00923,0.13657,0.43383,0.00893,0.15281,0.78364,0.04346,0.01742,0.04393,0.39746,0.01569,0.14799,0.74137,0.01662,0.0115,1.0,0.99887,0.01319,0.34436,1.0,0.26994,0.46267,0.55544,0.74922,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1219.0,1220.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47678,0.4044,0.99837,0.00704,0.13718,0.43433,0.00603,0.15081,0.78447,0.04248,0.0193,0.05007,0.39476,0.01992,0.1484,0.73719,0.02052,0.02428,0.99736,0.99943,0.02043,0.34707,0.99859,0.27295,0.40002,0.73191,0.5285,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1220.0,1221.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47745,0.40371,0.99808,0.0078,0.13597,0.43582,0.00566,0.15081,0.78572,0.04102,0.01387,0.0513,0.3953,0.01267,0.14342,0.73771,0.02003,0.01735,0.99689,0.99774,0.01441,0.34436,1.0,0.26994,0.61841,0.53361,0.69221,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1221.0,1222.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49288,0.43659,0.95903,0.13928,0.23238,0.43682,0.25532,0.27579,0.61929,0.23623,0.19166,0.19577,0.40612,0.33926,0.32113,0.62381,0.20207,0.05559,0.93357,1.0,0.21906,0.37455,0.79229,0.30356,0.80341,0.04663,0.11689,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1222.0,1223.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44756,0.74829,0.80065,0.12958,0.28308,0.38209,0.22876,0.24975,0.67837,0.16693,0.31626,0.57526,0.70576,0.35299,0.39877,0.71786,0.29333,0.11845,0.67674,0.8158,0.16603,0.3678,0.76827,0.29603,0.61136,0.46298,0.14457,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1223.0,1224.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27395,0.79228,0.65154,0.03316,0.505,0.23433,0.04424,0.0743,0.66631,0.18108,0.04171,0.63448,0.78635,0.05026,0.30784,0.91013,0.18645,0.03736,0.43497,0.65871,0.04683,0.23261,0.76403,0.14551,0.80294,0.32324,0.15718,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1224.0,1225.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411,0.79481,0.67365,0.0066,0.46845,0.24577,0.00593,0.0743,0.705,0.1357,0.00943,0.63892,0.78744,0.01163,0.29455,0.92842,0.17083,0.0118,0.47082,0.68018,0.01531,0.2209,0.80642,0.13246,0.50786,0.6162,0.13066,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1225.0,1226.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411,0.78669,0.68454,0.01186,0.46845,0.24577,0.0079,0.0747,0.70375,0.13716,0.01364,0.62464,0.78149,0.012,0.28957,0.92319,0.16498,0.0116,0.48847,0.69262,0.01017,0.2218,0.8149,0.13346,0.41868,0.37994,0.74389,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1226.0,1227.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20053,0.71491,0.62704,0.30993,0.6534,0.13931,0.39439,0.19888,0.43039,0.4578,0.31123,0.59836,0.76905,0.46215,0.38756,0.49893,0.28015,0.19091,0.39618,0.63159,0.20974,0.27722,0.63615,0.19518,0.58013,0.62661,0.67962,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0]"
1227.0,1228.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54433,0.55254,0.63891,0.12468,0.4979,0.58657,0.54765,0.33347,0.55521,0.31139,0.21462,0.38109,0.4099,0.49953,0.35767,0.61075,0.24502,0.09234,0.41449,0.60899,0.22163,0.27993,0.65311,0.19819,0.28284,0.89589,0.19404,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1228.0,1229.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85435,0.41445,0.75984,0.07661,0.55386,0.88508,0.21625,0.3563,0.80944,0.21573,0.10637,0.09309,0.40017,0.1355,0.22646,0.69748,0.0908,0.04053,0.61057,0.78641,0.09818,0.27227,0.76049,0.18966,0.18512,0.97389,0.12983,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1229.0,1230.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16857,0.78906,0.42174,0.23717,0.69611,0.14379,0.30602,0.17845,0.52526,0.34653,0.28882,0.69404,0.72037,0.54781,0.47185,0.66404,0.37922,0.20835,0.2169,0.42874,0.28079,0.27632,0.48072,0.19418,0.22888,0.47987,0.59433,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1230.0,1231.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13184,0.60079,0.52683,0.04709,0.76272,0.08259,0.07359,0.02383,0.56146,0.30407,0.11424,0.3028,0.59542,0.14284,0.25802,0.74346,0.12789,0.04637,0.23275,0.57,0.11337,0.18214,0.64039,0.08931,0.33984,0.53418,0.61612,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1231.0,1232.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13762,0.5996,0.55861,0.0111,0.75224,0.08209,0.00812,0.01021,0.63635,0.21622,0.00943,0.29542,0.59164,0.01015,0.21774,0.83489,0.08055,0.01061,0.28427,0.56831,0.01399,0.17539,0.73789,0.08178,0.59282,0.27874,0.26392,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1232.0,1233.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13977,0.5981,0.55314,0.02767,0.74834,0.07961,0.02433,0.03064,0.6351,0.21769,0.01875,0.29278,0.59164,0.01326,0.21774,0.83124,0.08055,0.01002,0.2754,0.56605,0.01047,0.17133,0.73153,0.07727,0.18339,0.11587,0.79869,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1233.0,1234.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13834,0.59724,0.54644,0.01582,0.75094,0.07911,0.02515,0.02583,0.6326,0.22061,0.01187,0.29126,0.58461,0.02985,0.22646,0.82915,0.0908,0.00883,0.26455,0.55926,0.01179,0.16908,0.7287,0.07476,0.88084,0.2217,0.41298,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1234.0,1235.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13987,0.70991,0.5973,0.06948,0.74817,0.07513,0.07743,0.03865,0.60972,0.24746,0.06555,0.48953,0.61003,0.27165,0.35227,0.82235,0.23867,0.0435,0.34702,0.61181,0.11372,0.23351,0.68702,0.14651,0.40423,0.7956,0.52565,"[0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1235.0,1236.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39925,0.5772,0.82647,0.21105,0.31832,0.34926,0.25524,0.24374,0.63302,0.22013,0.2622,0.31575,0.47968,0.38599,0.35559,0.69696,0.24258,0.1818,0.71862,0.8124,0.3514,0.43584,0.70609,0.3718,0.16573,0.82355,0.10161,"[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1236.0,1237.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28045,0.7775,0.67103,0.09527,0.51349,0.16816,0.24823,0.20168,0.64966,0.2006,0.12655,0.60847,0.72037,0.36209,0.42161,0.78317,0.32017,0.07728,0.46658,0.68075,0.11923,0.25965,0.7499,0.17561,0.26493,0.70155,0.7524,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1237.0,1238.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2997,0.80732,0.6104,0.04534,0.45831,0.24876,0.06406,0.10274,0.68337,0.16107,0.08574,0.66095,0.80691,0.14649,0.36763,0.87565,0.25673,0.04489,0.36825,0.62707,0.09836,0.22676,0.68914,0.13898,0.82934,0.1647,0.12405,"[0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1238.0,1239.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19662,0.72463,0.58468,0.04556,0.64526,0.15473,0.07514,0.05948,0.62511,0.2294,0.04991,0.51544,0.73227,0.14767,0.30784,0.84221,0.18645,0.02329,0.32655,0.5943,0.02612,0.19251,0.74213,0.10085,0.80553,0.6999,0.67822,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1239.0,1240.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14479,0.6305,0.57118,0.11426,0.73925,0.1005,0.12545,0.05468,0.55521,0.31139,0.04636,0.34979,0.62679,0.05764,0.24307,0.82235,0.11032,0.03647,0.30465,0.58639,0.07408,0.20648,0.7068,0.1164,0.44614,0.29178,0.54675,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]"
1240.0,1241.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15529,0.61486,0.61191,0.05642,0.72019,0.101,0.05575,0.03264,0.61638,0.23965,0.03793,0.32228,0.61706,0.05547,0.23352,0.81661,0.09909,0.0219,0.37071,0.61577,0.02436,0.20197,0.76473,0.11139,0.69239,0.55425,0.67487,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1241.0,1242.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16814,0.61497,0.63199,0.0303,0.69689,0.11045,0.05101,0.03865,0.6326,0.22061,0.03505,0.32247,0.59542,0.08644,0.25968,0.81295,0.12984,0.02606,0.40326,0.64911,0.06385,0.21774,0.74354,0.12895,0.79282,0.26895,0.25793,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]"
1242.0,1243.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17206,0.69046,0.34812,0.17999,0.68978,0.11344,0.11784,0.0743,0.60015,0.25868,0.24667,0.45531,0.67872,0.21789,0.32237,0.76801,0.20353,0.27185,0.23549,0.33155,0.30783,0.24343,0.39664,0.1736,0.75461,0.24693,0.26434,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1243.0,1244.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17975,0.69148,0.42144,0.17944,0.67584,0.09901,0.25305,0.15722,0.57186,0.29187,0.23081,0.4571,0.66412,0.1986,0.37261,0.8187,0.26258,0.17051,0.19133,0.39258,0.25456,0.25019,0.48354,0.16507,0.63142,0.32586,0.33411,"[0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1244.0,1245.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19958,0.69578,0.30308,0.0798,0.63989,0.15175,0.07882,0.09113,0.63177,0.22159,0.17092,0.46467,0.70035,0.18747,0.33068,0.78682,0.21329,0.10314,0.22058,0.29313,0.2106,0.15961,0.49273,0.10537,0.56366,0.25894,0.69566,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1245.0,1246.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16997,0.75133,0.21086,0.21982,0.69357,0.19503,0.3066,0.13158,0.48698,0.39143,0.36511,0.56381,0.70793,0.42173,0.44569,0.75443,0.34848,0.11216,0.29412,0.22363,0.22302,0.13123,0.39947,0.1716,0.77671,0.19742,0.1897,"[0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9]"
1246.0,1247.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24585,0.75156,0.52749,0.10584,0.55597,0.16219,0.27698,0.15642,0.57019,0.29382,0.27109,0.59009,0.72956,0.39415,0.39753,0.68651,0.29187,0.2068,0.33573,0.52536,0.40783,0.4435,0.51746,0.38033,0.93359,0.1458,0.06905,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
1247.0,1248.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414,0.70713,0.52508,0.16012,0.74539,0.1214,0.19453,0.08832,0.52692,0.34457,0.22082,0.48464,0.71658,0.19863,0.30618,0.791,0.1845,0.17252,0.24145,0.50954,0.22541,0.31462,0.60294,0.23683,0.87352,0.53088,0.34313,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]"
1248.0,1249.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64589,0.83027,0.54877,0.242,0.34769,0.67164,0.3424,0.3563,0.61471,0.2416,0.22915,0.70132,0.80366,0.27902,0.43739,0.83542,0.33872,0.14683,0.36967,0.59317,0.36444,0.32634,0.49202,0.24987,0.33723,0.64386,0.23708,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1249.0,1250.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31695,0.85708,0.51345,0.09922,0.45476,0.22388,0.27133,0.20569,0.63718,0.21525,0.08596,0.7485,0.88696,0.1904,0.37511,0.89132,0.26551,0.07728,0.21105,0.49541,0.15674,0.21639,0.65028,0.12744,0.29057,0.85128,0.29289,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]"
